,Heart Rate,Systolic BP,Diastolic BP,Body Temperature
2023-01-01 00:00:00,73.71077601355029,120.82983843468949,86.35268593049426,37.5
2023-01-01 01:00:00,69.94911843995447,109.12191461396988,74.13875063906805,37.5
2023-01-01 02:00:00,69.69414663631241,116.66760882133237,82.9071329093323,36.68662990779743
2023-01-01 03:00:00,65.91212212750277,123.84002948125598,86.33186296107584,36.5
2023-01-01 04:00:00,81.8248657424265,122.53892482216965,78.41468279620761,37.5
2023-01-01 05:00:00,94.19529850134414,118.17134239267897,80.19170127442236,36.99773469873709
2023-01-01 06:00:00,73.14840001267306,120.935361253,79.89111548438602,36.92245952610167
2023-01-01 07:00:00,85.43287492192599,113.92198153671197,83.04060878486857,37.5
2023-01-01 08:00:00,82.9455601518254,118.9588339553169,90.0,36.89923373386679
2023-01-01 09:00:00,73.89356899988714,103.2393054372159,74.62626782858413,36.5
2023-01-01 10:00:00,96.89434374904425,122.96121289427836,90.0,37.05029215513923
2023-01-01 11:00:00,64.35436142057871,107.39118137301608,76.82967139229791,37.5
2023-01-01 12:00:00,83.26732548300521,134.02623935615378,67.60523463826787,37.14104039332206
2023-01-01 13:00:00,81.69992717365814,120.53672575481075,82.44810916557974,37.46083545196057
2023-01-01 14:00:00,90.39494388477587,120.55111522254991,81.63913079869602,36.87022370100549
2023-01-01 15:00:00,61.870489158683554,140.0,82.60750694327962,36.5
2023-01-01 16:00:00,60.0,137.1183886761172,78.85218779289985,36.859428583964686
2023-01-01 17:00:00,73.2920467298284,133.63054205138184,82.64493808650425,37.5
2023-01-01 18:00:00,65.85294314707102,97.04972872000204,82.93035848825113,36.5
2023-01-01 19:00:00,69.24052195881164,121.89725103029456,82.44318480675742,37.5
2023-01-01 20:00:00,93.23526873812946,125.86121108819803,81.47322062164402,36.77563631227986
2023-01-01 21:00:00,67.80618846816998,131.5005343125753,85.293970906672,36.90639938434568
2023-01-01 22:00:00,89.69909813863686,115.86828193462355,77.56360259496103,37.5
2023-01-01 23:00:00,75.72069046464777,136.15408518743664,89.74650598346415,36.9086710737815
2023-01-02 00:00:00,79.56593024894208,117.40904913681904,86.35741494401226,37.5
2023-01-02 01:00:00,83.75128697530863,122.2159364887952,84.42977496220604,36.707688632099405
2023-01-02 02:00:00,68.56932154222112,99.6135696115382,79.35842369175212,37.08086243312372
2023-01-02 03:00:00,65.13915613357294,122.94802890677283,79.91154701035425,36.6245705159734
2023-01-02 04:00:00,66.98914625023075,114.2707852387686,80.89773729622628,37.17255239617683
2023-01-02 05:00:00,63.96514656325532,125.65131314006179,86.33013598012595,36.77074123605227
2023-01-02 06:00:00,88.67062479845406,118.78160234184315,72.64817220239703,37.09078525310602
2023-01-02 07:00:00,87.13853688969863,102.27067762903756,86.26382987741358,37.077561559385714
2023-01-02 08:00:00,76.67835155404222,123.35933081806832,87.0280385354767,37.34238035271199
2023-01-02 09:00:00,61.00032097950398,124.36282825378215,81.04769748131638,37.21782672017821
2023-01-02 10:00:00,74.73944002598759,117.57263247524934,77.57173394436002,37.5
2023-01-02 11:00:00,84.80898082562132,115.18802618516911,68.34346420944685,36.67248545474704
2023-01-02 12:00:00,71.76251800178815,108.00306714121092,77.78586177220286,37.435861389615
2023-01-02 13:00:00,75.8644784683275,115.4705787574598,79.23914582858694,37.057542316551775
2023-01-02 14:00:00,91.19015564886199,105.79617732964876,71.3940244624268,36.5
2023-01-02 15:00:00,66.161684628171,121.78956562044951,75.9632346508163,36.8039556300082
2023-01-02 16:00:00,80.28178708053748,117.1531956320225,81.44416846457985,37.22014178763611
2023-01-02 17:00:00,67.28329932241866,131.22779729222827,83.46449157513622,36.5
2023-01-02 18:00:00,77.73449377393622,132.0425298730339,68.52034994760758,37.17198759788067
2023-01-02 19:00:00,83.20898498281875,122.11849274390386,76.18274213192672,37.5
2023-01-02 20:00:00,81.13486241755344,119.02350219476925,79.75781759550247,36.792481141794326
2023-01-02 21:00:00,62.356820094863465,140.0,66.9542725418925,36.70701655237575
2023-01-02 22:00:00,88.5206653667939,121.20540224612509,72.13781775678457,36.90152462619991
2023-01-02 23:00:00,60.0,117.15266528904515,78.55357399688995,37.41049144432763
2023-01-03 00:00:00,86.0169451515643,108.28682633830459,90.0,36.608399086438666
2023-01-03 01:00:00,77.81544633772586,99.08918813645,75.31502896909558,36.80650341207326
2023-01-03 02:00:00,60.0,122.35458957204207,74.75974735781486,36.81565792590236
2023-01-03 03:00:00,76.96464294662378,131.95610012742887,76.63977609545861,36.5
2023-01-03 04:00:00,69.43498716488851,113.44132469027289,69.67744540211439,36.974792278975514
2023-01-03 05:00:00,69.59849101797357,99.96945203344794,80.51370815775343,37.5
2023-01-03 06:00:00,78.09157027238342,119.33088509367447,66.15621029755607,36.99299475685132
